,TransactionID,CustomerID,ProductID,Date,Quantity,Discount,Total_Amount,Category,Price,Name,Region,Signup_Date
215,10203,CUST-017,PROD-015,2023-01-09 10:00:00,9,0.1,Check_Receipt,Office,108.21,Customer_17,South,2020-04-26
216,10204,CUST-066,PROD-001,2023-01-09 11:00:00,1,0.0,152.01,Clothing,152.01,Customer_66,West,2021-04-04
217,10205,CUST-064,PROD-011,2023-01-09 12:00:00,9,0.05,799.25,Electronics,93.48,Customer_64,West,2021-03-21
218,10205,CUST-064,PROD-011,2023-01-09 12:00:00,9,0.05,799.25,Electronics,93.48,Customer_64,West,2021-03-21
219,10206,CUST-097,PROD-003,2023-01-09 13:00:00,6,0.1,2598.53 EUR,Electronics,481.21,Customer_97,East,2021-11-07
220,10207,CUST-038,PROD-019,2023-01-09 14:00:00,5,0.05,334.26,Clothing,70.37,Customer_38,Midwest,2020-09-20
221,10208,CUST-035,PROD-011,2023-01-09 15:00:00,8,0.05,710.45,Electronics,93.48,Customer_35,Midwest,2020-08-30
222,10209,CUST-050,PROD-006,2023-01-09 16:00:00,7,0.05,2804.97,Electronics,421.8,Customer_50,west,2020-12-13
223,10210,CUST-057,PROD-018,2023-01-09 17:00:00,4,0.1,$761.26 EUR,Furniture,211.46,Customer_57,East,2021-01-31
224,10211,CUST-999,PROD-008,2023-01-09 18:00:00,8,0.1,2507.18,Office,348.22,,,
225,10212,CUST-083,PROD-010,2023-01-09 19:00:00,4,0.1,1060.45,Electronics,294.57,Customer_83,Midwest,2021-08-01
226,10213,CUST-008,PROD-010,2023-01-09 20:00:00,6,0.1,1590.68,Electronics,294.57,Customer_8,West,2020-02-23
227,10214,CUST-011,PROD-007,2023-01-09 21:00:00,1,0.0,304.97,Clothing,304.97,Customer_11,South,2020-03-15
228,10215,CUST-032,PROD-015,2023-01-09 22:00:00,1,0.05,102.8,Office,108.21,Customer_32,east,2020-08-09
229,10216,CUST-048,PROD-011,2023-01-09 23:00:00,8,0.05,$710.45,Electronics,93.48,Customer_48,Midwest,2020-11-29
230,10217,CUST-021,PROD-005,2023-01-10 00:00:00,7,0.1,1779.62,Electronics,282.48,Customer_21,Midwest,2020-05-24
231,10218,CUST-095,PROD-013,2023-01-10 01:00:00,5,0.1,$270.99,Office,60.22,Customer_95,South,2021-10-24
232,10219,CUST-077,PROD-002,2023-01-10 02:00:00,9,0.05,4228.06,Office,494.51,Customer_77,West,2021-06-20
233,10220,CUST-048,PROD-002,,1,0.0,494.51,Office,494.51,Customer_48,Midwest,2020-11-29
234,10221,CUST-051,PROD-020,2023-01-10 04:00:00,4,0.1,212.65,Electronics,59.07,Customer_51,South,2020-12-20
235,10222,CUST-028,PROD-005,2023-01-10 05:00:00,9,0.1,2288.09,Electronics,282.48,Customer_28,South,2020-07-12
236,10223,CUST-019,PROD-008,2023-01-10 06:00:00,2,0.1,626.8,Office,348.22,Customer_19,West,2020-05-10
237,10224,CUST-069,PROD-010,2023-01-10 07:00:00,1,0.1,265.11,Electronics,294.57,Customer_69,Midwest,2021-04-25
238,10225,CUST-027,PROD-015,2023-01-10 08:00:00,3,0.2,259.7,Office,108.21,Customer_27,Midwest,2020-07-05
239,10226,CUST-073,PROD-009,2023-01-10 09:00:00,2,0.05,557.57,Furniture,293.46,Customer_73,West,2021-05-23
240,10226,CUST-073,PROD-009,2023-01-10 09:00:00,2,0.05,557.57,Furniture,293.46,Customer_73,West,2021-05-23
241,10227,CUST-032,PROD-001,2023-01-10 10:00:00,2,0.0,304.02,Clothing,152.01,Customer_32,east,2020-08-09
242,10228,CUST-021,PROD-009,2023-01-10 11:00:00,4,0.2,939.07,Furniture,293.46,Customer_21,Midwest,2020-05-24
243,10229,CUST-015,PROD-005,2023-01-10 12:00:00,5,0.2,1129.92,Electronics,282.48,Customer_15,North,2020-04-12
244,10230,CUST-013,PROD-020,2023-01-10 13:00:00,9,0.2,425.3,Electronics,59.07,Customer_13,Midwest,2020-03-29
245,10231,CUST-043,PROD-002,2023-01-10 14:00:00,9,0.2,3560.47,Office,494.51,Customer_43,West,2020-10-25
246,10232,CUST-044,PROD-006,2023-01-10 15:00:00,7,0.2,2362.08,Electronics,421.8,Customer_44,Midwest,2020-11-01
247,10233,CUST-020,PROD-014,2023-01-10 16:00:00,2,0.05,570.8,Electronics,300.42,Customer_20,west,2020-05-17
248,10234,CUST-055,PROD-017,2023-01-10 17:00:00,9,0.2,1757.45,Furniture,244.09,Customer_55,Midwest,2021-01-17
249,10235,CUST-015,PROD-007,2023-01-10 18:00:00,-7,0.05,-2028.05,Clothing,304.97,Customer_15,North,2020-04-12
250,10236,CUST-044,PROD-014,2023-01-10 19:00:00,6,0.0,1802.52,Electronics,300.42,Customer_44,Midwest,2020-11-01
251,10237,CUST-029,PROD-011,2023-01-10 20:00:00,8,0.05,710.45,Electronics,93.48,Customer_29,south,2020-07-19
252,10238,CUST-036,PROD-006,2023-01-10 21:00:00,9,0.0,3796.2,Electronics,421.8,Customer_36,East,2020-09-06
253,10239,CUST-035,PROD-019,2023-01-10 22:00:00,3,0.05,200.55,Clothing,70.37,Customer_35,Midwest,2020-08-30
254,10240,CUST-049,PROD-009,2023-01-10 23:00:00,1,0.1,264.11 EUR,Furniture,293.46,Customer_49,West,2020-12-06
255,10241,CUST-032,PROD-001,2023-01-11 00:00:00,1,0.1,$136.81,Clothing,152.01,Customer_32,east,2020-08-09
256,10242,CUST-055,PROD-003,2023-01-11 01:00:00,8,0.2,3079.74,Electronics,481.21,Customer_55,Midwest,2021-01-17
257,10243,CUST-030,PROD-005,2023-01-11 02:00:00,3,0.0,847.44,Electronics,282.48,Customer_30,North,2020-07-26
258,10244,CUST-033,PROD-016,2023-01-11 03:00:00,9,0.2,366.62,Electronics,50.92,Customer_33,Midwest,2020-08-16
259,10245,CUST-094,PROD-005,2023-01-11 04:00:00,9,0.2,$2033.86,Electronics,282.48,Customer_94,east,2021-10-17
260,10246,CUST-003,PROD-003,2023-01-11 05:00:00,7,0.2,2694.78,Electronics,481.21,Customer_3,east,2020-01-19
261,10247,CUST-022,PROD-004,2023-01-11 06:00:00,6,0.0,2043.54,Office,340.59,Customer_22,East,2020-05-31
262,10248,CUST-079,PROD-003,2023-01-11 07:00:00,3,0.05,1371.45,Electronics,481.21,Customer_79,Midwest,2021-07-04
263,10249,CUST-055,PROD-004,2023-01-11 08:00:00,1,0.2,272.47,Office,340.59,Customer_55,Midwest,2021-01-17
264,10250,CUST-088,PROD-009,2023-01-11 09:00:00,5,0.0,$1467.3,Furniture,293.46,Customer_88,Midwest,2021-09-05
265,10251,CUST-065,PROD-017,2023-01-11 10:00:00,3,0.05,$695.66,Furniture,244.09,Customer_65,South,2021-03-28
266,10252,CUST-026,PROD-006,2023-01-11 11:00:00,3,0.0,1265.4,Electronics,421.8,Customer_26,East,2020-06-28
267,10253,CUST-046,PROD-013,2023-01-11 12:00:00,4,0.0,240.88,Office,60.22,Customer_46,West,2020-11-15
268,10254,CUST-093,PROD-008,2023-01-11 13:00:00,9,0.1,2820.58,Office,348.22,Customer_93,West,2021-10-10
269,10255,CUST-075,PROD-019,2023-01-11 14:00:00,1,0.1,63.33,Clothing,70.37,Customer_75,South,2021-06-06
270,10256,CUST-054,PROD-009,2023-01-11 15:00:00,8,0.2,$1878.14 EUR,Furniture,293.46,Customer_54,east,2021-01-10
271,10257,CUST-051,PROD-003,2023-01-11 16:00:00,7,0.2,2694.78,Electronics,481.21,Customer_51,South,2020-12-20
272,10258,CUST-037,PROD-004,2023-01-11 17:00:00,1,0.0,340.59,Office,340.59,Customer_37,East,2020-09-13
273,10259,CUST-084,PROD-015,2023-01-11 18:00:00,8,0.05,$822.4,Office,108.21,Customer_84,South,2021-08-08
274,10259,CUST-084,PROD-015,2023-01-11 18:00:00,8,0.05,$822.4,Office,108.21,Customer_84,South,2021-08-08
275,10260,CUST-061,PROD-004,2023-01-11 19:00:00,3,0.05,970.68,Office,340.59,Customer_61,south,2021-02-28
276,10261,CUST-085,PROD-008,2023-01-11 20:00:00,4,0.1,1253.59 EUR,Office,348.22,Customer_85,west,2021-08-15
277,10262,CUST-021,PROD-020,2023-01-11 21:00:00,4,0.1,212.65,Electronics,59.07,Customer_21,Midwest,2020-05-24
278,10263,CUST-020,PROD-018,2023-01-11 22:00:00,4,0.1,761.26,Furniture,211.46,Customer_20,west,2020-05-17
279,10264,CUST-035,PROD-020,2023-01-11 23:00:00,6,0.05,336.7,Electronics,59.07,Customer_35,Midwest,2020-08-30
280,10265,CUST-044,PROD-005,2023-01-12 00:00:00,6,0.1,1525.39,Electronics,282.48,Customer_44,Midwest,2020-11-01
281,10266,CUST-046,PROD-008,2023-01-12 01:00:00,1,0.2,Check_Receipt,Office,348.22,Customer_46,West,2020-11-15
282,10267,CUST-055,PROD-017 ,2023-01-12 02:00:00,6,0.1,,,,Customer_55,Midwest,2021-01-17
283,10268,CUST-075,PROD-019,2023-01-12 03:00:00,5,0.1,316.67,Clothing,70.37,Customer_75,South,2021-06-06
284,10269,CUST-026,PROD-014,2023-01-12 04:00:00,6,0.2,1442.02,Electronics,300.42,Customer_26,East,2020-06-28
285,10270,CUST-001,PROD-014,2023-01-12 05:00:00,7,0.0,2102.94,Electronics,300.42,Customer_1,South,2020-01-05
286,10270,CUST-001,PROD-014,2023-01-12 05:00:00,7,0.0,2102.94,Electronics,300.42,Customer_1,South,2020-01-05
287,10271,CUST-094,PROD-020,2023-01-12 06:00:00,2,0.1,$106.33,Electronics,59.07,Customer_94,east,2021-10-17
288,10272,CUST-043,PROD-013,2023-01-12 07:00:00,6,0.05,343.25,Office,60.22,Customer_43,West,2020-10-25
289,10273,CUST-089,PROD-012,2023-01-12 08:00:00,4,0.05,$246.13,Furniture,64.77,Customer_89,North,2021-09-12
290,10274,CUST-037,PROD-008,2023-01-12 09:00:00,7,0.0,2437.54,Office,348.22,Customer_37,East,2020-09-13
291,10275,CUST-090,PROD-014,2023-01-12 10:00:00,6,0.0,$1802.52,Electronics,300.42,Customer_90,Midwest,2021-09-19
292,10276,CUST-042,PROD-016,2023-01-12 11:00:00,9,0.1,412.45,Electronics,50.92,Customer_42,East,2020-10-18
293,10277,CUST-032,PROD-011,2023-01-12 12:00:00,5,0.0,467.4,Electronics,93.48,Customer_32,east,2020-08-09
294,10278,CUST-052,PROD-001,2023-01-12 13:00:00,5,0.05,722.05,Clothing,152.01,Customer_52,South,2020-12-27
295,10279,CUST-020,PROD-014,2023-01-12 14:00:00,1,0.2,240.34,Electronics,300.42,Customer_20,west,2020-05-17
296,10280,CUST-092,PROD-015,2023-01-12 15:00:00,6,0.2,519.41,Office,108.21,Customer_92,Midwest,2021-10-03
297,10281,CUST-041,PROD-009,2033-01-09 16:00:00,5,0.0,1467.3,Furniture,293.46,Customer_41,West,2020-10-11
298,10282,CUST-030,PROD-001,2023-01-12 17:00:00,3,0.0,$456.03 EUR,Clothing,152.01,Customer_30,North,2020-07-26
299,10283,CUST-011,PROD-001,2023-01-12 18:00:00,3,0.05,$433.23,Clothing,152.01,Customer_11,South,2020-03-15
300,10284,CUST-007,PROD-016 ,2023-01-12 19:00:00,4,0.1,,,,Customer_7,west,2020-02-16
301,10285,CUST-049,PROD-009,2023-01-12 20:00:00,1,0.1,264.11 EUR,Furniture,293.46,Customer_49,West,2020-12-06
302,10286,CUST-078,PROD-004,2023-01-12 21:00:00,9,0.1,2758.78,Office,340.59,Customer_78,west,2021-06-27
303,10287,CUST-058,PROD-012,2023-01-12 22:00:00,3,0.1,174.88,Furniture,64.77,Customer_58,Midwest,2021-02-07
304,10288,CUST-027,PROD-011,2023-01-12 23:00:00,8,0.0,747.84,Electronics,93.48,Customer_27,Midwest,2020-07-05
305,10289,CUST-018,PROD-019,2023-01-13 00:00:00,4,0.1,253.33,Clothing,70.37,Customer_18,North,2020-05-03
306,10290,CUST-070,PROD-012,2023-01-13 01:00:00,3,0.05,184.59,Furniture,64.77,Customer_70,east,2021-05-02
307,10291,CUST-018,PROD-002,2023-01-13 02:00:00,8,0.05,3758.28,Office,494.51,Customer_18,North,2020-05-03
308,10292,CUST-092,PROD-015,2023-01-13 03:00:00,7,0.0,757.47,Office,108.21,Customer_92,Midwest,2021-10-03
309,10293,CUST-040,PROD-009,2023-01-13 04:00:00,4,0.2,Check_Receipt,Furniture,293.46,Customer_40,South,2020-10-04
310,10294,CUST-071,PROD-012,2023-01-13 05:00:00,7,0.0,453.39 EUR,Furniture,64.77,Customer_71,midwest,2021-05-09
311,10295,CUST-064,PROD-012,2023-01-13 06:00:00,5,0.1,291.46,Furniture,64.77,Customer_64,West,2021-03-21
312,10295,CUST-064,PROD-012,2023-01-13 06:00:00,5,0.1,291.46,Furniture,64.77,Customer_64,West,2021-03-21
313,10296,CUST-031,PROD-002,2023-01-13 07:00:00,1,0.0,494.51,Office,494.51,Customer_31,west,2020-08-02
314,10297,CUST-035,PROD-020,2023-01-13 08:00:00,6,0.2,283.54,Electronics,59.07,Customer_35,Midwest,2020-08-30
315,10298,CUST-019,PROD-011,2023-01-13 09:00:00,8,0.1,673.06 EUR,Electronics,93.48,Customer_19,West,2020-05-10
316,10299,CUST-078,PROD-010,2023-01-13 10:00:00,5,0.2,1178.28,Electronics,294.57,Customer_78,west,2021-06-27
317,10300,CUST-056,PROD-013,2023-01-13 11:00:00,8,0.1,433.58,Office,60.22,Customer_56,East,2021-01-24
318,10301,CUST-093,PROD-008,2023-01-13 12:00:00,-2,0.0,-696.44,Office,348.22,Customer_93,West,2021-10-10
319,10302,CUST-002,PROD-013,2023-01-13 13:00:00,5,0.2,240.88,Office,60.22,Customer_2,South,2020-01-12
320,10303,CUST-087,PROD-004,2023-01-13 14:00:00,2,0.2,544.94 EUR,Office,340.59,Customer_87,South,2021-08-29
321,10304,CUST-079,PROD-007,2023-01-13 15:00:00,2,0.2,487.95,Clothing,304.97,Customer_79,Midwest,2021-07-04
322,10305,CUST-076,PROD-013,2023-01-13 16:00:00,2,0.05,114.42 EUR,Office,60.22,Customer_76,East,2021-06-13
323,10306,CUST-039,PROD-014,2023-01-13 17:00:00,2,0.2,480.67,Electronics,300.42,Customer_39,North,2020-09-27
324,10307,CUST-045,PROD-007,2023-01-13 18:00:00,3,0.1,823.42,Clothing,304.97,Customer_45,South,2020-11-08
325,10308,CUST-077,PROD-020,2023-01-13 19:00:00,2,0.2,94.51,Electronics,59.07,Customer_77,West,2021-06-20
326,10309,CUST-013,PROD-008,2023-01-13 20:00:00,9,0.0,3133.98,Office,348.22,Customer_13,Midwest,2020-03-29
327,10310,CUST-015,PROD-014,2023-01-13 21:00:00,8,0.1,2163.02,Electronics,300.42,Customer_15,North,2020-04-12
328,10311,CUST-050,PROD-006,2023-01-13 22:00:00,6,0.0,2530.8,Electronics,421.8,Customer_50,west,2020-12-13
329,10312,CUST-078,PROD-007,2023-01-13 23:00:00,6,0.05,1738.33,Clothing,304.97,Customer_78,west,2021-06-27
330,10313,CUST-999,PROD-017,2023-01-14 00:00:00,6,0.05,1391.31,Furniture,244.09,,,
331,10314,CUST-066,PROD-007,2023-01-14 01:00:00,2,0.2,487.95,Clothing,304.97,Customer_66,West,2021-04-04
332,10315,CUST-004,PROD-012,2023-01-14 02:00:00,3,0.1,$174.88,Furniture,64.77,Customer_4,Midwest,2020-01-26
333,10316,CUST-035,PROD-004,Invalid_Date,8,0.2,$2179.78,Office,340.59,Customer_35,Midwest,2020-08-30
334,10317,CUST-081,PROD-018,2023-01-14 04:00:00,9,0.2,1522.51,Furniture,211.46,Customer_81,west,2021-07-18
335,10318,CUST-072,PROD-007,2023-01-14 05:00:00,6,0.2,1463.86,Clothing,304.97,Customer_72,East,2021-05-16
336,10319,CUST-025,PROD-005,2023-01-14 06:00:00,9,0.0,2542.32,Electronics,282.48,Customer_25,North,2020-06-21
337,10319,CUST-025,PROD-005,2023-01-14 06:00:00,9,0.0,2542.32,Electronics,282.48,Customer_25,North,2020-06-21
338,10320,CUST-078,PROD-006,2023-01-14 07:00:00,1,0.2,337.44,Electronics,421.8,Customer_78,west,2021-06-27
339,10321,CUST-079,PROD-018,2023-01-14 08:00:00,9,0.0,1903.14,Furniture,211.46,Customer_79,Midwest,2021-07-04
340,10322,CUST-093,PROD-012,2023-01-14 09:00:00,9,0.05,553.78 EUR,Furniture,64.77,Customer_93,West,2021-10-10
341,10323,CUST-009,PROD-007,2023-01-14 10:00:00,3,0.2,731.93,Clothing,304.97,Customer_9,north,2020-03-01
342,10324,CUST-049,PROD-011,2023-01-14 11:00:00,3,0.2,224.35,Electronics,93.48,Customer_49,West,2020-12-06
343,10325,CUST-052,PROD-009,2023-01-14 12:00:00,4,0.05,$1115.15,Furniture,293.46,Customer_52,South,2020-12-27
344,10326,CUST-009,PROD-015,2023-01-14 13:00:00,3,0.2,259.7,Office,108.21,Customer_9,north,2020-03-01
345,10327,CUST-067,PROD-014,2023-01-14 14:00:00,7,0.0,2102.94,Electronics,300.42,Customer_67,Midwest,2021-04-11
346,10328,CUST-035,PROD-012,2023-01-14 15:00:00,7,0.1,408.05,Furniture,64.77,Customer_35,Midwest,2020-08-30
347,10329,CUST-055,PROD-016,2023-01-14 16:00:00,9,0.05,435.37,Electronics,50.92,Customer_55,Midwest,2021-01-17
348,10330,CUST-077,PROD-016,2023-01-14 17:00:00,3,0.0,152.76,Electronics,50.92,Customer_77,West,2021-06-20
349,10331,CUST-052,PROD-007,2023-01-14 18:00:00,8,0.2,1951.81,Clothing,304.97,Customer_52,South,2020-12-27
350,10332,CUST-076,PROD-011,2023-01-14 19:00:00,8,0.05,710.45,Electronics,93.48,Customer_76,East,2021-06-13
351,10333,CUST-024,PROD-003,2023-01-14 20:00:00,4,0.05,1828.6,Electronics,481.21,Customer_24,North,2020-06-14
352,10334,CUST-059,PROD-015,2023-01-14 21:00:00,6,0.2,$519.41,Office,108.21,Customer_59,East,2021-02-14
353,10335,CUST-030,PROD-002,2023-01-14 22:00:00,5,0.1,2225.3,Office,494.51,Customer_30,North,2020-07-26
354,10336,CUST-031,PROD-014,2023-01-14 23:00:00,7,0.1,1892.65,Electronics,300.42,Customer_31,west,2020-08-02
355,10337,CUST-050,PROD-001,2023-01-15 00:00:00,6,0.05,866.46,Clothing,152.01,Customer_50,west,2020-12-13
356,10338,CUST-094,PROD-012,2023-01-15 01:00:00,7,0.2,362.71,Furniture,64.77,Customer_94,east,2021-10-17
357,10339,CUST-013,PROD-011,2023-01-15 02:00:00,2,0.2,149.57,Electronics,93.48,Customer_13,Midwest,2020-03-29
358,10340,CUST-039,PROD-005,2023-01-15 03:00:00,3,0.05,805.07,Electronics,282.48,Customer_39,North,2020-09-27
359,10341,CUST-099,PROD-013,2023-01-15 04:00:00,5,0.0,301.1,Office,60.22,Customer_99,North,2021-11-21
360,10342,CUST-023,PROD-003,2023-01-15 05:00:00,4,0.0,1924.84,Electronics,481.21,Customer_23,midwest,2020-06-07
361,10343,CUST-095,PROD-009,2023-01-15 06:00:00,9,0.0,2641.14 EUR,Furniture,293.46,Customer_95,South,2021-10-24
362,10344,CUST-031,PROD-019,2023-01-15 07:00:00,9,0.0,633.33,Clothing,70.37,Customer_31,west,2020-08-02
363,10345,CUST-001,PROD-011,2033-01-12 08:00:00,4,0.2,$299.14,Electronics,93.48,Customer_1,South,2020-01-05
364,10345,CUST-001,PROD-011,2033-01-12 08:00:00,4,0.2,$299.14,Electronics,93.48,Customer_1,South,2020-01-05
365,10346,CUST-033,PROD-008,,3,0.0,1044.66,Office,348.22,Customer_33,Midwest,2020-08-16
366,10347,CUST-999,PROD-008,2023-01-15 10:00:00,2,0.05,661.62,Office,348.22,,,
367,10348,CUST-049,PROD-008 ,2023-01-15 11:00:00,3,0.2,,,,Customer_49,West,2020-12-06
368,10349,CUST-068,PROD-014,2023-01-15 12:00:00,3,0.0,901.26,Electronics,300.42,Customer_68,Midwest,2021-04-18
369,10350,CUST-043,PROD-010,2023-01-15 13:00:00,-4,0.2,-942.62,Electronics,294.57,Customer_43,West,2020-10-25
370,10351,CUST-006,PROD-016,2023-01-15 14:00:00,8,0.2,325.89,Electronics,50.92,Customer_6,North,2020-02-09
371,10352,CUST-050,PROD-012,2023-01-15 15:00:00,9,0.2,466.34,Furniture,64.77,Customer_50,west,2020-12-13
372,10353,CUST-063,PROD-001,2023-01-15 16:00:00,1,0.1,136.81,Clothing,152.01,Customer_63,Midwest,2021-03-14
373,10354,CUST-028,PROD-018,2023-01-15 17:00:00,7,0.0,1480.22,Furniture,211.46,Customer_28,South,2020-07-12
374,10355,CUST-066,PROD-020,2023-01-15 18:00:00,3,0.0,Check_Receipt,Electronics,59.07,Customer_66,West,2021-04-04
375,10356,CUST-074,PROD-013,2023-01-15 19:00:00,7,0.0,421.54,Office,60.22,Customer_74,Midwest,2021-05-30
376,10357,CUST-007,PROD-003,2023-01-15 20:00:00,2,0.2,$769.94,Electronics,481.21,Customer_7,west,2020-02-16
377,10358,CUST-062,PROD-011,2023-01-15 21:00:00,9,0.0,841.32,Electronics,93.48,Customer_62,West,2021-03-07
378,10359,CUST-088,PROD-007,2023-01-15 22:00:00,7,0.1,$1921.31,Clothing,304.97,Customer_88,Midwest,2021-09-05
379,10360,CUST-020,PROD-006,2023-01-15 23:00:00,3,0.1,1138.86,Electronics,421.8,Customer_20,west,2020-05-17
380,10361,CUST-017,PROD-002,2023-01-16 00:00:00,8,0.2,3164.86,Office,494.51,Customer_17,South,2020-04-26
381,10362,CUST-022,PROD-011,2023-01-16 01:00:00,3,0.2,$224.35,Electronics,93.48,Customer_22,East,2020-05-31
382,10363,CUST-068,PROD-010,2023-01-16 02:00:00,9,0.0,2651.13,Electronics,294.57,Customer_68,Midwest,2021-04-18
383,10364,CUST-019,PROD-017,2023-01-16 03:00:00,7,0.2,1366.9,Furniture,244.09,Customer_19,West,2020-05-10
384,10365,CUST-091,PROD-006,2023-01-16 04:00:00,9,0.0,3796.2,Electronics,421.8,Customer_91,South,2021-09-26
385,10366,CUST-078,PROD-004,2023-01-16 05:00:00,7,0.05,2264.92,Office,340.59,Customer_78,west,2021-06-27
386,10367,CUST-021,PROD-005,2023-01-16 06:00:00,1000,0.0,282480.0,Electronics,282.48,Customer_21,Midwest,2020-05-24
387,10368,CUST-036,PROD-015,2023-01-16 07:00:00,9,0.05,925.2,Office,108.21,Customer_36,East,2020-09-06
388,10369,CUST-007,PROD-003,2023-01-16 08:00:00,5,0.1,2165.44,Electronics,481.21,Customer_7,west,2020-02-16
389,10370,CUST-018,PROD-010,2023-01-16 09:00:00,7,0.0,2061.99,Electronics,294.57,Customer_18,North,2020-05-03
390,10371,CUST-029,PROD-009,2023-01-16 10:00:00,6,0.1,1584.68,Furniture,293.46,Customer_29,south,2020-07-19
391,10372,CUST-007,PROD-017,2023-01-16 11:00:00,2,0.0,488.18,Furniture,244.09,Customer_7,west,2020-02-16
392,10373,CUST-013,PROD-005,2023-01-16 12:00:00,4,0.05,1073.42,Electronics,282.48,Customer_13,Midwest,2020-03-29
393,10374,CUST-015,PROD-011,2023-01-16 13:00:00,4,0.1,336.53,Electronics,93.48,Customer_15,North,2020-04-12
394,10375,CUST-068,PROD-015,2023-01-16 14:00:00,8,0.2,692.54,Office,108.21,Customer_68,Midwest,2021-04-18
395,10376,CUST-040,PROD-019,2023-01-16 15:00:00,8,0.0,562.96,Clothing,70.37,Customer_40,South,2020-10-04
396,10377,CUST-011,PROD-001,2023-01-16 16:00:00,4,0.05,577.64,Clothing,152.01,Customer_11,South,2020-03-15
397,10378,CUST-068,PROD-006,2023-01-16 17:00:00,5,0.1,1898.1,Electronics,421.8,Customer_68,Midwest,2021-04-18
398,10379,CUST-069,PROD-018,2023-01-16 18:00:00,9,0.2,$1522.51 EUR,Furniture,211.46,Customer_69,Midwest,2021-04-25
399,10380,CUST-020,PROD-004,2023-01-16 19:00:00,6,0.2,1634.83,Office,340.59,Customer_20,west,2020-05-17
400,10381,CUST-037,PROD-014,2023-01-16 20:00:00,6,0.0,$1802.52,Electronics,300.42,Customer_37,East,2020-09-13
401,10382,CUST-027,PROD-007,2023-01-16 21:00:00,8,0.05,$2317.77,Clothing,304.97,Customer_27,Midwest,2020-07-05
402,10383,CUST-054,PROD-009,2023-01-16 22:00:00,7,0.0,$2054.22,Furniture,293.46,Customer_54,east,2021-01-10
403,10384,CUST-060,PROD-005,2023-01-16 23:00:00,0,0.2,0.0,Electronics,282.48,Customer_60,west,2021-02-21
404,10385,CUST-020,PROD-012,2023-01-17 00:00:00,3,0.1,174.88,Furniture,64.77,Customer_20,west,2020-05-17
405,10386,CUST-999,PROD-001,2023-01-17 01:00:00,3,0.1,410.43,Clothing,152.01,,,
406,10387,CUST-026,PROD-002,2023-01-17 02:00:00,2,0.2,$791.22,Office,494.51,Customer_26,East,2020-06-28
407,10388,CUST-100,PROD-003,2023-01-17 03:00:00,8,0.2,3079.74,Electronics,481.21,Customer_100,West,2021-11-28
408,10389,CUST-083,PROD-016,2023-01-17 04:00:00,7,0.2,$285.15,Electronics,50.92,Customer_83,Midwest,2021-08-01
409,10390,CUST-057,PROD-014,2023-01-17 05:00:00,7,0.0,2102.94,Electronics,300.42,Customer_57,East,2021-01-31
410,10391,CUST-088,PROD-005,2023-01-17 06:00:00,5,0.1,1271.16,Electronics,282.48,Customer_88,Midwest,2021-09-05
411,10392,CUST-055,PROD-006,2023-01-17 07:00:00,5,0.2,1687.2 EUR,Electronics,421.8,Customer_55,Midwest,2021-01-17
412,10393,CUST-045,PROD-012,2023-01-17 08:00:00,4,0.0,259.08,Furniture,64.77,Customer_45,South,2020-11-08
413,10394,CUST-066,PROD-008,2023-01-17 09:00:00,6,0.05,$1984.85,Office,348.22,Customer_66,West,2021-04-04
414,10395,CUST-005,PROD-012,Invalid_Date,9,0.1,524.64,Furniture,64.77,Customer_5,West,2020-02-02
415,10396,CUST-058,PROD-020,2023-01-17 11:00:00,5,0.0,295.35,Electronics,59.07,Customer_58,Midwest,2021-02-07
416,10397,CUST-066,PROD-003,2023-01-17 12:00:00,3,0.2,1154.9,Electronics,481.21,Customer_66,West,2021-04-04
417,10398,CUST-064,PROD-002,2023-01-17 13:00:00,5,0.1,$2225.3,Office,494.51,Customer_64,West,2021-03-21
418,10398,CUST-064,PROD-002,2023-01-17 13:00:00,5,0.1,$2225.3,Office,494.51,Customer_64,West,2021-03-21
419,10399,CUST-008,PROD-007,2023-01-17 14:00:00,7,0.05,$2028.05,Clothing,304.97,Customer_8,West,2020-02-23
420,10400,CUST-014,PROD-006,2023-01-17 15:00:00,9,0.1,3416.58,Electronics,421.8,Customer_14,midwest,2020-04-05
421,10401,CUST-099,PROD-016,2023-01-17 16:00:00,4,0.1,183.31,Electronics,50.92,Customer_99,North,2021-11-21
422,10402,CUST-025,PROD-016,2023-01-17 17:00:00,4,0.1,$183.31,Electronics,50.92,Customer_25,North,2020-06-21
423,10402,CUST-025,PROD-016,2023-01-17 17:00:00,4,0.1,$183.31,Electronics,50.92,Customer_25,North,2020-06-21
424,10403,CUST-084,PROD-012,2023-01-17 18:00:00,4,0.1,233.17,Furniture,64.77,Customer_84,South,2021-08-08
425,10403,CUST-084,PROD-012,2023-01-17 18:00:00,4,0.1,233.17,Furniture,64.77,Customer_84,South,2021-08-08
426,10404,CUST-009,PROD-013,2023-01-17 19:00:00,2,0.2,Check_Receipt,Office,60.22,Customer_9,north,2020-03-01
427,10405,CUST-003,PROD-014,2023-01-17 20:00:00,9,0.1,2433.4,Electronics,300.42,Customer_3,east,2020-01-19
428,10406,CUST-037,PROD-003,2023-01-17 21:00:00,2,0.05,914.3,Electronics,481.21,Customer_37,East,2020-09-13
429,10407,CUST-099,PROD-018,2023-01-17 22:00:00,4,0.05,803.55,Furniture,211.46,Customer_99,North,2021-11-21
